REFERENCE,SPECIES,ISLAND,POINT_Y,POINT_X,RESERVE,TYPE,LOCALITY,ELEV_FT,ACC,DATE_,YEAR,RECENT,CODE,M,F,NUM,COLLECTOR,COLLECTION,NOTES,RECHECKED,GROUP,SUBGROUP,Duplicate,WAYPOINT,ZONE,BAND,EASTING,NORTHING,N,W,ORDER_WITH,ORDER_OVER,TAXONOMIC_,BY_ENTERED,BY_NAME
KYK database,glabriapex,Kauai,22.14230673,-159.622145,Na Pali-Kona,FR,Kokee,,C,5/31/77,1977,N,,,,,,,,,grimshawi,discreta,,,,,,,,,,,,2262,1366
KYK database,glabriapex,Kauai,22.14230673,-159.622145,Na Pali-Kona,FR,Kokee,,C,7/7/86,1986,N,,,,,,,,,grimshawi,discreta,,,,,,,,,,,,2264,1368
KYK database,glabriapex,Kauai,22.14230673,-159.622145,Na Pali-Kona,FR,Kokee,,C,10/17/89,1989,Y,,,,,,,,,grimshawi,discreta,,,,,,,,,,,,2265,1369
KYK database,glabriapex,Kauai,22.14644898,-159.6178075,Na Pali-Kona,FR,Pihea Trail,,,6/7/76,1976,N,,,,,,,,,grimshawi,discreta,,,,,,,,,,,,2260,1364
KYK database,glabriapex,Kauai,22.14644898,-159.6178075,Na Pali-Kona,FR,Pihea Trail,,,7/9/96,1996,Y,,,,,,,,,grimshawi,discreta,,,,,,,,,,,,2266,1370
KYK database,glabriapex,Kauai,22.14644898,-159.6178075,Na Pali-Kona,FR,Pihea Trail,,,4/27/99,1999,Y,,,,,,,,,grimshawi,discreta,,,,,,,,,,,,2267,1371
UHH,glabriapex,Kauai,22.14645256,-159.6182166,Na Pali-Kona,FR,Alakai Swamp Trail,3900,A,6/24/09,2009,Y,m0066-02,,1,1,KNM,on bait sponge,,,grimshawi,discreta,,ALAKAI SWAMP TR,4,Q,436252,2449167,22.14645256,-159.6182166,277,5,29,56,1373
UHH,glabriapex,Kauai,22.14662198,-159.6178632,Na Pali-Kona,FR,Alakai Crossing,3950,A,1/22/10,2010,Y,m0196-05,1,3,4,KNM,on bait sponge,,,grimshawi,discreta,,Alakai Crossing,4,Q,436288.518,2449185.605,22.14662198,-159.6178632,941,16,11,203,1374
UHH,glabriapex,Kauai,22.14857379,-159.6362418,Kokee,SP,Puu O Kila Rd.,4000,A,7/25/10,2010,Y,m0295-01,1,,1,KNM,on bait sponge,,,grimshawi,discreta,,DROS GULCH,4,Q,434394.2444,2449409.476,22.14857379,-159.6362418,1332,22,30,290,1377
UHH,glabriapex,Kauai,22.15420534,-159.6177461,Na Pali-Kona,FR,Pihea Trail,4100,A,6/22/09,2009,Y,m0056-01,,1,1,KNM,on bait sponge,,,grimshawi,discreta,,PIHEA CORN,4,Q,436304.0052,2450024.978,22.15420534,-159.6177461,223,4,37,30,1372
"Montgomery, 1975",gradata,Oahu,21.30979976,-157.7459768,Honolulu Watershed,FR,Kului Gulch,1200,,1/31/71,1971,N,P66,2,3,5,,ex Reynoldsia stem,,Y,grimshawi,hawaiiensis,,,,,,,,,,,,479,1401
"Hardy & Kaneshiro, 1968",gradata,Oahu,21.31117,-157.73353,Honolulu Watershed,FR,Kupaua Valley,,,8/30/65,1965,N,C144.2A,1,1,2,,,,,grimshawi,hawaiiensis,,,,,,,,,,,,762,1383
UHH,gradata,Oahu,21.31435,-157.74145,Honolulu Watershed,FR,Pia Valley,1200,A,9/26/09,2009,Y,m0146-02,,2,2,KNM,on bait sponge,,,grimshawi,hawaiiensis,,PIA VALLEY,4,Q,630532,2357459,21.31435,-157.74145,670,11,50,158,1426
KYK database,gradata,Oahu,21.31899,-157.75585,Honolulu Watershed,FR,Wiliwilinui Jeep Trail,,,6/28/70,1970,N,,,,,,,,,grimshawi,hawaiiensis,,,,,,,,,,,,2282,1399
KYK database,gradata,Oahu,21.32378,-157.75437,Honolulu Watershed,FR,Wiliwilinui Ridge,,,9/18/69,1969,N,,,,,,,,,grimshawi,hawaiiensis,,,,,,,,,,,,2279,1395
KYK database,gradata,Oahu,21.32378,-157.75437,Honolulu Watershed,FR,Wailupe Gulch,,,11/28/71,1971,N,,,,,,,,,grimshawi,hawaiiensis,,,,,,,,,,,,2286,1411
KYK database,gradata,Oahu,21.3254,-157.77729,Honolulu Watershed,FR,Pukele Stream,,,10/19/67,1967,N,,,,,,,,,grimshawi,hawaiiensis,,,,,,,,,,,,2268,1386
KYK database,gradata,Oahu,21.32654613,-157.7719845,Honolulu Watershed,FR,Kaau Crater,,,5/20/68,1968,N,,,,,,,,,grimshawi,hawaiiensis,,,,,,,,,,,,2271,1389
KYK database,gradata,Oahu,21.33737,-157.81053,Honolulu Watershed,FR,Manoa Cliffs Trail,,,1/10/70,1970,N,,,,,,,,,grimshawi,hawaiiensis,,,,,,,,,,,,2280,1396
KYK database,gradata,Oahu,21.33737,-157.81053,Honolulu Watershed,FR,Manoa Cliffs Trail,,,12/8/84,1984,N,,,,,,,,,grimshawi,hawaiiensis,,,,,,,,,,,,2292,1417
"Hardy & Kaneshiro, 1968",gradata,Oahu,21.34231,-157.79917,Honolulu Watershed,FR,Manoa Valley,,,12/31/47,1947,N,,,,12,,,"numbers not given, approximate; total 75",,grimshawi,hawaiiensis,,,,,,,,,,,,768,1378
"Hardy & Kaneshiro, 1968",gradata,Oahu,21.3449,-157.78318,,private,Maunawili,,,12/1/50,1950,N,,,,12,,in protein hydrolysate bait trap,"numbers not given, approximate; total 75",,grimshawi,hawaiiensis,,,,,,,,,,,,764,1381
KYK database,gradata,Oahu,21.35037,-157.79651,Honolulu Watershed,FR,Lulumahu,,,11/16/67,1967,N,,,,,,,,,grimshawi,hawaiiensis,,,,,,,,,,,,2269,1387
KYK database,gradata,Oahu,21.35037,-157.79651,Honolulu Watershed,FR,Lulumahu,,,5/16/68,1968,N,,,,,,,,,grimshawi,hawaiiensis,,,,,,,,,,,,2270,1388
KYK database,gradata,Oahu,21.39734,-158.09861,,private,Palehua,,,2/14/71,1971,N,,,,,,,,,grimshawi,hawaiiensis,,,,,,,,,,,,2283,1402
UHH,gradata,Oahu,21.41280949,-158.0997118,Honouliuli,TNC,"Palikea, Cyanea exclosure",2750,A,9/23/09,2009,Y,m0137-03,,1,1,KNM,on bait sponge,,,grimshawi,hawaiiensis,,PAL CYAGRI,4,Q,593309.0328,2368103.161,21.41280949,-158.0997118,651,11,31,151,1423
UHH,gradata,Oahu,21.41280949,-158.0997118,Honouliuli,TNC,"Palikea, Cyanea exclosure",2750,A,9/23/09,2009,Y,m0142-01,,1,1,KNM,on bait sponge,,,grimshawi,hawaiiensis,,PAL CYAGRI,4,Q,593309.0328,2368103.161,21.41280949,-158.0997118,661,11,41,154,1424
"Hardy & Kaneshiro, 1968",gradata,Oahu,21.41280949,-158.0994118,Honouliuli,FR,Palikea,,,5/11/66,1966,N,,,,12,,,"numbers not given, approximate; total 75",,grimshawi,hawaiiensis,,,,,,,,,,,,766,1384
"Heed, 1968",gradata,Oahu,21.41312432,-158.0997093,Honouliuli,FR,Palikea,2800,,7/19/67,1967,N,K20,,1,1,,ex Broussonetia sap flux,,,grimshawi,hawaiiensis,,,,,,,,,,,,475,1385
KYK database,gradata,Oahu,21.41312432,-158.0997093,Honouliuli,FR,Palikea,,,4/29/77,1977,N,,,,,,,,,grimshawi,hawaiiensis,,,,,,,,,,,,2289,1414
KYK database,gradata,Oahu,21.41312432,-158.0997093,Honouliuli,FR,Palikea,,,2/20/80,1980,N,,,,,,,,,grimshawi,hawaiiensis,,,,,,,,,,,,2290,1415
KYK database,gradata,Oahu,21.41312432,-158.0997093,Honouliuli,FR,Palikea,,,7/25/83,1983,N,,,,,,,,,grimshawi,hawaiiensis,,,,,,,,,,,,2291,1416
KYK database,gradata,Oahu,21.41312432,-158.0997093,Honouliuli,FR,Palikea,,,3/9/97,1997,Y,,,,,,,,,grimshawi,hawaiiensis,,,,,,,,,,,,2293,1418
UHH,gradata,Oahu,21.41457078,-158.0999297,Honouliuli,TNC,"Palikea, Urera sponge sta.",2950,A,9/23/09,2009,Y,m0134-02,2,,2,KNM,on bait sponge,,,grimshawi,hawaiiensis,,PAL URERA,4,Q,593285.3349,2368297.986,21.41457078,-158.0999297,639,11,19,139,1422
OANRP,gradata,Oahu,21.4145708,-158.0999297,Honouliuli,FR,"Palikea, North",2950,A,7/22/13,2013,Y,PAK-A,,,3,,,,,grimshawi,hawaiiensis,,,,,593285.3349,2368297.986,,,,,,4223,1436
OANRP,gradata,Oahu,21.4145708,-158.0999297,Honouliuli,FR,"Palikea, North",2950,A,8/27/13,2013,Y,PAK-A,,,1,,,,,grimshawi,hawaiiensis,,,,,593285.3349,2368297.986,,,,,,4225,1438
OANRP,gradata,Oahu,21.4145708,-158.0999297,Honouliuli,FR,"Palikea, North",2950,A,10/29/13,2013,Y,PAK-A,,,1,,,,,grimshawi,hawaiiensis,,,,,593285.3349,2368297.986,,,,,,4227,1440
OANRP,gradata,Oahu,21.4145708,-158.0999297,Honouliuli,FR,"Palikea, North",2950,A,12/5/13,2013,Y,PAK-A,,,1,,,,,grimshawi,hawaiiensis,,,,,593285.3349,2368297.986,,,,,,4228,1441
OANRP,gradata,Oahu,21.4145708,-158.0999297,Honouliuli,FR,"Palikea, North",2950,A,12/23/13,2013,Y,PAK-A,,,1,,,,,grimshawi,hawaiiensis,,,,,593285.3349,2368297.986,,,,,,4230,1443
OANRP,gradata,Oahu,21.4145708,-158.0999297,Honouliuli,FR,"Palikea, North",2950,A,4/24/14,2014,Y,PAK-A,,,1,,,,,grimshawi,hawaiiensis,,,,,593285.3349,2368297.986,,,,,,4237,1450
OANRP,gradata,Oahu,21.4145708,-158.0999297,Honouliuli,FR,"Palikea, North",2950,A,5/20/14,2014,Y,PAK-A,,,1,,,,,grimshawi,hawaiiensis,,,,,593285.3349,2368297.986,,,,,,4241,1454
OANRP,gradata,Oahu,21.4145708,-158.0999297,Honouliuli,FR,"Palikea, North",2950,A,7/22/14,2014,Y,PAK-A,,,1,,,,,grimshawi,hawaiiensis,,,,,593285.3349,2368297.986,,,,,,4242,1455
OANRP,gradata,Oahu,21.4145708,-158.0999297,Honouliuli,FR,"Palikea, North",2950,A,8/28/14,2014,Y,PAK-A,,,2,,,,,grimshawi,hawaiiensis,,,,,593285.3349,2368297.986,,,,,,4243,1456
OANRP,gradata,Oahu,21.4145708,-158.0999297,Honouliuli,FR,"Palikea, North",2950,A,11/17/14,2014,Y,PAK-A,,,1,,,,,grimshawi,hawaiiensis,,,,,593285.3349,2368297.986,,,,,,4244,1457
OANRP,gradata,Oahu,21.4145708,-158.0999297,Honouliuli,FR,"Palikea, North",2950,A,2/17/15,2015,Y,PAK-A,,,1,,,,,grimshawi,hawaiiensis,,,,,593285.3349,2368297.986,,,,,,4246,1459
OANRP,gradata,Oahu,21.4145708,-158.0999297,Honouliuli,FR,"Palikea, North",2950,A,3/25/15,2015,Y,PAK-A,,,3,,,,,grimshawi,hawaiiensis,,,,,593285.3349,2368297.986,,,,,,4247,1460
OANRP,gradata,Oahu,21.4145708,-158.0999297,Honouliuli,FR,"Palikea, North",2950,A,6/23/15,2015,Y,PAK-A,,,5,,,,,grimshawi,hawaiiensis,,,,,593285.3349,2368297.986,,,,,,4249,1462
OANRP,gradata,Oahu,21.4248549,-158.0904624,Honouliuli,FR,Pualii,2000,A,3/13/14,2014,Y,PUA-A,,,1,,,,,grimshawi,hawaiiensis,,,,,594260.0057,2369441.975,,,,,,4235,1448
OANRP,gradata,Oahu,21.4388614,-158.0938446,Honouliuli,FR,"Ekahanui, South",2200,A,8/5/13,2013,Y,EKA-A,,,1,,,,,grimshawi,hawaiiensis,,,,,593900.5113,2370990.306,,,,,,4224,1437
OANRP,gradata,Oahu,21.4388614,-158.0938446,Honouliuli,FR,"Ekahanui, South",2200,A,1/14/15,2015,Y,EKA-A,,,1,,,,,grimshawi,hawaiiensis,,,,,593900.5113,2370990.306,,,,,,4245,1458
"Montgomery, 1975",gradata,Oahu,21.43986733,-158.0948865,Honouliuli,FR,Ekahanui,2200,,10/12/71,1971,N,Q12,,,1,,ex Acacia koa sap flux,,,grimshawi,hawaiiensis,,,,,,,,,,,,476,1410
KYK database,gradata,Oahu,21.44016,-158.09249,Honouliuli,FR,Puu Kaua,1800,,2/28/71,1971,N,P072,,,1,,on rotting kukui,,,grimshawi,hawaiiensis,,,,,,,,,,,,2528,1403
KYK database,gradata,Oahu,21.4403,-158.09715,Honouliuli,FR,Puu Kaua,2200,,2/28/71,1971,N,P072,2,,,,on rotting Urera kaalae,,,grimshawi,hawaiiensis,,,,,,,,,,,,2531,1404
KYK database,gradata,Oahu,21.4403,-158.09715,Honouliuli,FR,Puu Kaua,,,10/10/71,1971,N,Q012,,,,,,,,grimshawi,hawaiiensis,,,,,,,,,,,,2285,1409
KYK database,gradata,Oahu,21.4403,-158.09715,Honouliuli,FR,Puu Kaua,,,8/2/98,1998,Y,,,,,,,,,grimshawi,hawaiiensis,,,,,,,,,,,,2294,1419
OANRP,gradata,Oahu,21.4602848,-158.100306,Honouliuli,FR,"Kaluaa, Central",2100,A,2/27/14,2014,Y,KAL-C,,,2,,,,,grimshawi,hawaiiensis,,,,,593217.2935,2373357.785,,,,,,4232,1445
OANRP,gradata,Oahu,21.4666786,-158.1028199,Honouliuli,FR,"Kaluaa, Puu Hapapa",2650,A,6/25/13,2013,Y,KAL-A,,,1,,,,,grimshawi,hawaiiensis,,,,,592952.7573,2374064.003,,,,,,4221,1434
OANRP,gradata,Oahu,21.4666786,-158.1028199,Honouliuli,FR,"Kaluaa, Puu Hapapa",2650,A,5/1/14,2014,Y,KAL-A,,,1,,,,,grimshawi,hawaiiensis,,,,,592952.7573,2374064.003,,,,,,4238,1451
OANRP,gradata,Oahu,21.4913296,-158.1346857,Schofield Barracks,MR,"South Haleauau, Trinerve Gulch",2950,A,5/28/08,2008,Y,SBW-A,,,1,SLM,on bait sponge,,,grimshawi,hawaiiensis,,,,,589636,2376774,,,,,,4698,1420
OANRP,gradata,Oahu,21.4913296,-158.1346857,Schofield Barracks,MR,"South Haleauau, Trinerve Gulch",2950,A,6/10/09,2009,Y,SBW-A,,,1,SLM,on bait sponge,,,grimshawi,hawaiiensis,,,,,589636,2376774,,,,,,4703,1421
"Hardy & Kaneshiro, 1968",gradata,Oahu,21.49548,-158.15708,Waianae Kai,FR,Waianae,,C,12/10/49,1949,N,,,,12,,ex trap,"numbers not given, approximate; total 75",,grimshawi,hawaiiensis,,,,,,,,,,,,765,1380
OANRP,gradata,Oahu,21.4974142,-158.1533942,Waianae Kai,FR,"Waianae Kai, Kumaipo gulch 2",2300,A,1/30/14,2014,Y,WAI-A,,,2,,,,,grimshawi,hawaiiensis,,,,,587694.2745,2377436.88,,,,,,4231,1444
"Hardy & Kaneshiro, 1968",gradata,Oahu,21.50013,-158.13818,Schofield Barracks,FR,Haleauau Valley,,,4/21/49,1949,N,,,,12,GBM,in banana trap; locality misspelled as Haleanau,,,grimshawi,hawaiiensis,,,,,,,,,,,,767,1379
OANRP,gradata,Oahu,21.5013605,-158.1681983,Makaha,BWS,Makaha,2400,A,10/23/13,2013,Y,MAK-A,,,1,,,,,grimshawi,hawaiiensis,,,,,586158.4185,2377865.464,,,,,,4226,1439
OANRP,gradata,Oahu,21.5013605,-158.1681983,Makaha,BWS,Makaha,2400,A,4/2/14,2014,Y,MAK-A,,,1,,,,,grimshawi,hawaiiensis,,,,,586158.4185,2377865.464,,,,,,4236,1449
OANRP,gradata,Oahu,21.5013605,-158.1681983,Makaha,BWS,Makaha,2400,A,6/10/15,2015,Y,MAK-A,,,1,,,,,grimshawi,hawaiiensis,,,,,586158.4185,2377865.464,,,,,,4248,1461
UHH,gradata,Oahu,21.50227558,-158.1684616,Makaha Valley,BWS,"Makaha Valley, Cham. excl.",2300,A,9/25/09,2009,Y,m0143-01,,1,1,KNM,on bait sponge,,,grimshawi,hawaiiensis,,MAKAHACHAM,4,Q,586130.6081,2377966.604,21.50227558,-158.1684616,662,11,42,155,1425
"Montgomery, 1975",gradata,Oahu,21.50546986,-158.1690213,Makaha,BWS,Makaha,1800,,3/14/71,1971,N,P74,1,1,2,,ex Nestegis sap flux,,,grimshawi,hawaiiensis,,,,,,,,,,,,478,1406
OANRP,gradata,Oahu,21.5109022,-158.1233709,Schofield Barracks,MR,"Pulee, Coffee Gulch",2000,A,6/30/13,2013,Y,SBW-B,,,1,,,,,grimshawi,hawaiiensis,,,,,590796,2378947,,,,,,4222,1435
OANRP,gradata,Oahu,21.5133088,-158.1930492,Makua,MR,Ohikilolo Ridgeline,2900,A,3/11/14,2014,Y,MMR-B,,,2,,,,,grimshawi,hawaiiensis,,,,,583577.3918,2379174.498,,,,,,4233,1446
OANRP,gradata,Oahu,21.5133088,-158.1930492,Makua,MR,Ohikilolo Ridgeline,2900,A,3/12/14,2014,Y,MMR-B,,,1,,,,,grimshawi,hawaiiensis,,,,,583577.3918,2379174.498,,,,,,4234,1447
"Montgomery, 1975",gradata,Oahu,21.51645,-158.14909,Mokuleia,FR,East Makaleha,2200,,2/8/70,1970,N,P2,1,,1,,ex Tetraplasandra kaalae sap flux,,,grimshawi,hawaiiensis,,,,,,,,,,,,472,1397
"Montgomery, 1975",gradata,Oahu,21.51645,-158.14909,Mokuleia,FR,East Makaleha,2000,,1/30/71,1971,N,P65,,,2,,ex Reynoldsia bark with sap flux,,,grimshawi,hawaiiensis,,,,,,,,,,,,473,1400
UHH,gradata,Oahu,21.51835282,-158.185704,Makua,MR,"Makua Valley, Wikstr. sponges",1600,A,3/23/10,2010,Y,m0232-02,1,1,2,KNM,on bait sponge,,,grimshawi,hawaiiensis,,Makua Wik,4,Q,584335.2783,2379736.753,21.51835282,-158.185704,1114,18,60,248,1428
UHH,gradata,Oahu,21.51898633,-158.1836562,Makua,MR,"Makua Valley, Pisonia sponges",1700,A,3/23/10,2010,Y,m0230-02,1,,1,KNM,on bait sponge,,,grimshawi,hawaiiensis,,Makua Pissan,4,Q,584547.0078,2379807.981,21.51898633,-158.1836562,1108,18,54,245,1427
UHH,gradata,Oahu,21.51899345,-158.192949,Makua,MR,"Makua Valley, Reyn. sponges",1300,A,3/24/10,2010,Y,m0233-02,,1,1,KNM,on bait sponge,,,grimshawi,hawaiiensis,,Makua Rey2,4,Q,583584.5159,2379803.768,21.51899345,-158.192949,1119,19,3,252,1429
KYK database,gradata,Oahu,21.51921,-158.11479,Mt. Kaala,NAR,Puu Pane,,,3/1/70,1970,N,P010,,,,,,,,grimshawi,hawaiiensis,,,,,,,,,,,,2281,1398
"Montgomery, 1975",gradata,Oahu,21.51921,-158.11479,Mt. Kaala,NAR,Puu Pane,2000,,3/7/71,1971,N,P73,3,,3,,"ex Tetraplasandra kaalae sap flux & bark, Ilex anomala sap flux",,,grimshawi,hawaiiensis,,,,,,,,,,,,474,1405
OANRP,gradata,Oahu,21.5233466,-158.1259128,Kaala,NAR,Manuwai east,1500,A,4/25/13,2013,Y,ANU-A,,,1,,,,,grimshawi,hawaiiensis,,,,,590525.0024,2380322.98,,,,,,4218,1431
OANRP,gradata,Oahu,21.5233466,-158.1259128,Kaala,NAR,Manuwai east,1500,A,5/14/14,2014,Y,ANU-A,,,1,,,,,grimshawi,hawaiiensis,,,,,590525.0024,2380322.98,,,,,,4239,1452
OANRP,gradata,Oahu,21.5233466,-158.1259128,Kaala,NAR,Manuwai east,1500,A,5/15/14,2014,Y,ANU-A,,,2,,,,,grimshawi,hawaiiensis,,,,,590525.0024,2380322.98,,,,,,4240,1453
KYK database,gradata,Oahu,21.52671,-158.17024,Mokuleia,FR,Makaleha Valley,,,6/30/69,1969,N,,,,,,,,,grimshawi,hawaiiensis,,,,,,,,,,,,2276,1392
KYK database,gradata,Oahu,21.52671,-158.17024,Mokuleia,FR,Makaleha Valley,,,2/6/72,1972,N,,,,,,,,,grimshawi,hawaiiensis,,,,,,,,,,,,2287,1412
"Montgomery, 1975",gradata,Oahu,21.53206605,-158.1778582,Pahole,NAR,Mokuleia,2300,,3/28/71,1971,N,P77,,,1,,ex Acacia koa sap flux,,,grimshawi,hawaiiensis,,,,,,,,,,,,477,1407
KYK database,gradata,Oahu,21.5403,-158.17692,Pahole,NAR,Peacock Flat,1400,,5/23/68,1968,N,L67,1,,1,,,Pahole gulch,,grimshawi,hawaiiensis,,,,,,,,,,,,2274,1391
OANRP,gradata,Oahu,21.5408974,-158.1940128,Makua,MR,Kahanahaiki,1900,A,5/15/13,2013,Y,MMR-A,,,1,,,,,grimshawi,hawaiiensis,,,,,583461.8233,2382227.695,,,,,,4219,1432
KYK database,gradata,Oahu,21.54103258,-158.1882031,Pahole,NAR,Pahole Gulch,,,1/6/74,1974,N,,,,,,,,,grimshawi,hawaiiensis,,,,,,,,,,,,2288,1413
UHH,gradata,Oahu,21.54103258,-158.1882031,Pahole,NAR,Pahole Gulch,1700,A,3/27/10,2010,Y,m0238-01,,1,1,KNM,upper sponges,,,grimshawi,hawaiiensis,,Pahole Sponge5,4,Q,584063.379,2382245.779,21.54103258,-158.1882031,1136,19,20,259,1430
OANRP,gradata,Oahu,21.5421679,-158.1918867,Pahole,NAR,"Pahole, North",1800,A,5/15/13,2013,Y,PAH-A,,,1,,,,,grimshawi,hawaiiensis,,,,,583681.2663,2382369.466,,,,,,4220,1433
KYK database,gradata,Oahu,21.54405,-158.18829,Pahole,NAR,Peacock Flat,1400,,5/23/68,1968,N,L67,,,,,,Pahole gulch,,grimshawi,hawaiiensis,,,,,,,,,,,,2272,1390
KYK database,gradata,Oahu,21.55059,-158.2094,Mokuleia,FR,Mokuleia Jeep Road,,,6/5/71,1971,N,,,,,,,,,grimshawi,hawaiiensis,,,,,,,,,,,,2284,1408
OANRP,gradata,Oahu,21.5518223,-158.2052496,Kuaokala,FR,"Kealia, Kawaiu",1450,A,12/18/13,2013,Y,LIA-B,,,2,,,,,grimshawi,hawaiiensis,,,,,582292.0045,2383430.978,,,,,,4229,1442
"Hardy & Kaneshiro, 1968",gradata,Oahu,21.56044,-157.98347,Kawailoa,TA,Opaeula,,,3/1/59,1959,N,,,,12,,in methyl eugenol traps,"numbers not given, approximate; total 75",,grimshawi,hawaiiensis,,,,,,,,,,,,763,1382
KYK database,gradata,Oahu,21.62667,-157.97982,Kahuku,TA,Pupukea,,,7/6/69,1969,N,,,,,,,,,grimshawi,hawaiiensis,,,,,,,,,,,,2277,1393
KYK database,gradata,Oahu,21.63238,-157.99031,Kahuku,TA,Kaunala Gulch,,,7/30/69,1969,N,,,,,,,,,grimshawi,hawaiiensis,,,,,,,,,,,,2278,1394
KYK database,grimshawi,Maui,20.63019,-156.34327,Ulupalakua Ranch,private,Auwahi,,,8/5/69,1969,N,M064,30,33,63,,,,,grimshawi,crucigera,,,,,,,,,,,,988,1506
KYK database,grimshawi,Maui,20.63341,-156.34389,Ulupalakua Ranch,private,Auwahi,,,6/30/67,1967,N,J099,,8,8,,,,,grimshawi,crucigera,,,,,,,,,,,,969,1493
"Montgomery, 1975",grimshawi,Maui,20.63341,-156.34389,Ulupalakua Ranch,private,Auwahi,3000,,6/30/67,1967,N,J99,1,,1,,ex Solanum linnaeum fruit,,,grimshawi,crucigera,,,,,,,,,,,,489,1492
KYK database,grimshawi,Maui,20.64255,-156.34259,Ulupalakua Ranch,private,Auwahi,,C,8/27/65,1965,N,G007,12,12,24,,,,,grimshawi,crucigera,,,,,,,,,,,,956,1484
KYK database,grimshawi,Maui,20.64255,-156.34259,Ulupalakua Ranch,private,Auwahi,,C,11/27/65,1965,N,G016,10,3,13,,,,,grimshawi,crucigera,,,,,,,,,,,,957,1485
KYK database,grimshawi,Maui,20.64255,-156.34259,Ulupalakua Ranch,private,Auwahi,,,7/25/66,1966,N,J010,,10,10,,,,,grimshawi,crucigera,,,,,,,,,,,,960,1487
KYK database,grimshawi,Maui,20.64255,-156.34259,Ulupalakua Ranch,private,Auwahi,,,4/21/72,1972,N,R008,,,35,,,,,grimshawi,crucigera,,,,,,,,,,,,1007,1526
KYK database,grimshawi,Maui,20.64255,-156.34259,Ulupalakua Ranch,private,Auwahi,,,7/11/74,1974,N,S093,9,15,24,,,,,grimshawi,crucigera,,,,,,,,,,,,1017,1532
KYK database,grimshawi,Maui,20.66709,-156.13298,Kipahulu,FR,Kahualua Gulch,,,8/4/71,1971,N,Q037,1,6,7,,,,,grimshawi,crucigera,,,,,,,,,,,,1000,1520
KYK database,grimshawi,Maui,20.66885,-156.2322,,DHHL,Kahikinui Forest Reserve,,,9/3/73,1973,N,S035,,,3,,,,,grimshawi,crucigera,,,,,,,,,,,,1012,1528
UHIM,grimshawi,Maui,20.67549,-156.06676,Haleakala,NP,Kipahulu,1400,,7/7/80,1980,N,,,,1,SLM,ex Touchardia bark,,,grimshawi,crucigera,,,,,,,,,,,,817,1538
BPBM,grimshawi,Maui,20.68107,-156.06671,Haleakala,NP,"Kipahulu Dam, Palikea Stream",500 m,,7/4/80,1980,N,,,,1,SLM,7/4-6/1980,,,grimshawi,crucigera,,,,,,,,,,,,3891,1537
BPBM,grimshawi,Maui,20.68326,-156.13615,Haleakala,NP,Kaupo Gap,4000,,7/30/07,1907,N,,,,25,Swezey?,,no bars on Latin numerals like Perkins,,grimshawi,crucigera,,,,,,,,,,,,3892,1482
KYK database,grimshawi,Maui,20.68575464,-156.0783637,Haleakala,NP,Kipahulu Valley,,C,8/2/67,1967,N,L001,,1,1,,,,,grimshawi,crucigera,,,,,,,,,,,,978,1495
KYK database,grimshawi,Maui,20.68575464,-156.0783637,Haleakala,NP,Kipahulu Valley,,C,8/4/67,1967,N,L003,,1,1,,,,,grimshawi,crucigera,,,,,,,,,,,,979,1496
KYK database,grimshawi,Maui,20.68575464,-156.0783637,Haleakala,NP,Kipahulu Valley,,C,8/7/67,1967,N,L005,,2,2,,,,,grimshawi,crucigera,,,,,,,,,,,,980,1497
KYK database,grimshawi,Maui,20.68575464,-156.0783637,Haleakala,NP,Kipahulu Valley,,C,8/24/67,1967,N,L012,,1,1,,,,,grimshawi,crucigera,,,,,,,,,,,,981,1499
KYK database,grimshawi,Maui,20.68575464,-156.0783637,Haleakala,NP,Kipahulu Valley,,C,1/14/74,1974,N,S056,62,59,121,,,,,grimshawi,crucigera,,,,,,,,,,,,1015,1531
"Montgomery, 1975",grimshawi,Maui,20.68575464,-156.0783637,Haleakala,NP,Kipahulu,2500,,8/20/67,1967,N,L9,1,,1,,ex Clermontia stem,,,grimshawi,crucigera,,,,,,,,,,,,490,1498
"Montgomery, 1975",grimshawi,Maui,20.68796803,-156.1231317,Kipahulu,FR,Manawainui,4800,,4/21/71,1971,N,P91,,,2,,ex Clermontia bark,,,grimshawi,crucigera,,,,,,,,,,,,493,1513
KYK database,grimshawi,Maui,20.69299541,-156.1390101,Haleakala,NP,Kaupo Gap,,C,9/3/69,1969,N,M071,,14,14,,,,,grimshawi,crucigera,,,,,,,,,,,,989,1507
KYK database,grimshawi,Maui,20.69299541,-156.1390101,Haleakala,NP,Kaupo Gap,,C,7/18/75,1975,N,T057,10,12,22,,,,,grimshawi,crucigera,,,,,,,,,,,,1020,1534
KYK database,grimshawi,Maui,20.69299541,-156.1390101,Haleakala,NP,Kaupo Gap,,C,7/18/75,1975,N,T058,2,6,8,,,,,grimshawi,crucigera,,,,,,,,,,,,1021,1535
"Montgomery, 1975",grimshawi,Maui,20.69299541,-156.1390101,Haleakala,NP,Kaupo Gap,4800,,4/21/71,1971,N,P21,,,2,,ex Pisonia stems,,Y,grimshawi,crucigera,,KOA2,,,,,,,,,,494,1514
"Montgomery, 1975",grimshawi,Maui,20.75935244,-156.0203235,Hana,FR,Kawaipapa Gulch,1100,,12/14/71,1971,N,Q25,,,1,,ex Freycinetia leaf clusters,,,grimshawi,crucigera,,,,,,,,,,,,503,1522
